BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,segment,BOROUGH,ZIP
morris park,1215000,13,7.0,5250.0,"943 Croes Ave, Bronx, NY 10473, USA",40.82384,-73.8695469,unknown,multi family home,Outlier,Manhattan,10473
hauseit hauseit,2465000,2,2.0,1400.0,"311 W 83rd St #5a, New York, NY 10024, USA",40.7873301,-73.9797201,unknown,co op,Normal,Manhattan,10024
corcoran,439000,3,1.0,475.0,"54 E 8th St #3l, New York, NY 10003, USA",40.7308814,-73.9937801,unknown,co op,Normal,Manhattan,10003
corcoran,975000,2,2.0,930.0,"68 Eldert St #3b, Brooklyn, NY 11207, USA",40.6869771,-73.9126141,unknown,condo,Normal,Brooklyn,11207
halstead property 160 7th avenue,2550000,8,4.0,3900.0,"489 7th Ave, Brooklyn, NY 11215, USA",40.6616741,-73.985673,unknown,townhouse,Outlier,Manhattan,11215
nest seekers  west,3200000,6,5.0,5000.0,"18 W 127th St, New York, NY 10027, USA",40.8079404,-73.942354,unknown,house,Outlier,Manhattan,10027
compass,1999999,4,4.0,2743.0,"269 W 87th St #8a, New York, NY 10024, USA",40.7895034,-73.9769713,unknown,condo,Normal,Manhattan,10024
compass,460000,1,1.0,518.0,"2654 E 18th St #2d, Brooklyn, NY 11235, USA",40.5869759,-73.9514442,unknown,condo,Normal,Brooklyn,11235
corcoran,1395000,2,2.0,1003.0,"218 Classon Ave, Brooklyn, NY 11205, USA",40.6930476,-73.9611241,unknown,condo,Normal,Manhattan,11205
excellent,1990000,6,5.0,2100.0,"204-16 46th Ave, Bayside, NY 11361, USA",40.7556078,-73.7775019,unknown,multi family home,Normal,Manhattan,11361
brown harris stevens,2980000,6,3.0,3210.0,"253 Windsor Pl, Brooklyn, NY 11215, USA",40.6577712,-73.9762759,unknown,townhouse,Normal,Manhattan,11215
corcoran,3498000,2,2.0,2046.0,"18 Leonard St #6b, New York, NY 10013, USA",40.7184562,-74.008024,unknown,house,Normal,Manhattan,10013
anne lopa real estate,2595000,7,6.0,4950.0,"6659 Amboy Rd, Staten Island, NY 10309, USA",40.5184841,-74.2244185,unknown,house,Outlier,Manhattan,10309
sotheby's,3995000,2,2.0,1283.0,"25 Columbus Cir #69, New York, NY 10019, USA",40.7680474,-73.9835169,unknown,condo,Normal,Manhattan,10019
weichert realtors larchmont,589000,3,2.3738608579684373,1560.0,"851 Glenmore Ave, Brooklyn, NY 11208, USA",40.6758932,-73.8787634,unknown,multi family home,Normal,Manhattan,11208
brown harris stevens,1139000,3,2.0,1800.0,"110-11 Queens Blvd #15b, Forest Hills, NY 11375, USA",40.7201292,-73.8398387,unknown,co op,Normal,Queens,11375
oxford property,4500000,3,5.0,4725.0,"221 Nassau Ave, Brooklyn, NY 11222, USA",40.7258858,-73.9437423,unknown,multi family home,Outlier,Manhattan,11222
dwell rential,2695000,2,2.0,1927.0,"461 Carroll St #1, Brooklyn, NY 11215, USA",40.677514,-73.986803,unknown,condo,Normal,Brooklyn,11215
compass,125000,1,1.0,728.0,"2191 Bolton St #5d, Bronx, NY 10462, USA",40.8560699,-73.8688751,unknown,co op,Outlier,Bronx,10462
living ny main office,625000,1,1.0,692.0,"300 W 135th St #4l, New York, NY 10030, USA",40.8166535,-73.9473569,unknown,condo,Normal,Manhattan,10030
re/max,2375000,9,5.0,4164.0,"312 83rd St, Brooklyn, NY 11209, USA",40.6253551,-74.0297531,unknown,multi family home,Outlier,Manhattan,11209
keller williams,545000,1,1.0,1050.0,"9411 Shore Rd #4k, Brooklyn, NY 11209, USA",40.617623,-74.038637,unknown,co op,Normal,Brooklyn,11209
diamond real inc,599000,1,1.0,935.0,"727 Ocean View Ave APT D3, Brooklyn, NY 11235, USA",40.5801457,-73.9605103,unknown,condo,Normal,Brooklyn,11235
sotheby's,538000,2,2.0,1200.0,"roosevelt house, 102-40 67th Dr #1b, Flushing, NY 11375, USA",40.7264025,-73.8502225,unknown,co op,Normal,Queens,11375
robert defalco inc,342990,2,1.0,900.0,"1000 Clove Rd #8c, Staten Island, NY 10301, USA",40.6202645,-74.1099106,unknown,condo,Normal,Staten Island,10301
douglas elliman,1500000,2,2.0,1600.0,"33 W 67th St #4r, New York, NY 10023, USA",40.7739157,-73.9799267,unknown,co op,Normal,Manhattan,10023
ideal,939000,3,2.0,1700.0,"1819 Burnett St, Brooklyn, NY 11229, USA",40.6089374,-73.9401956,unknown,house,Normal,Manhattan,11229
corcoran,3150000,4,3.0,2263.0,"2628 Broadway #12a, New York, NY 10025, USA",40.7967552,-73.9696417,unknown,condo,Normal,Manhattan,10025
exp,1750000,6,3.0,2146.0,"767 47th St, Brooklyn, NY 11220, USA",40.6432486,-74.0023432,unknown,multi family home,Normal,Manhattan,11220
coldwell banker,720000,3,3.0,2200.0,"802 Herkimer St, Brooklyn, NY 11233, USA",40.6782274,-73.9267868,unknown,house,Normal,Manhattan,11233
robert defalco inc,1199999,5,3.0,1728.0,"1206 Tabor Ct, Brooklyn, NY 11219, USA",40.628704,-74.00189,unknown,house,Normal,Manhattan,11219
real broker ny,710000,3,2.3738608579684373,1400.0,"190-45 112th Ave, Jamaica, NY 11412, USA",40.7011513,-73.7625984,unknown,house,Normal,Manhattan,11412
gotham  r e,200000,1,1.0,700.0,"1200 E 53rd St #7b, Brooklyn, NY 11234, USA",40.6297036,-73.9255951,unknown,co op,Normal,Brooklyn,11234
corcoran,699000,2,2.0,1400.0,"70 Lenox Rd Apt D2, Brooklyn, NY 11226, USA",40.6535119,-73.9571389,unknown,co op,Normal,Brooklyn,11226
aliano real estate,3000000,24,16.0,12720.0,"491-493 E 45th St #16, Brooklyn, NY 11203, USA",40.64958,-73.934815,unknown,multi family home,Error,Brooklyn,11203
charles rutenberg inc,559000,3,2.0,1200.0,"5700 Arlington Ave #2m, Bronx, NY 10471, USA",40.9069228,-73.9062512,unknown,co op,Normal,Bronx,10471
katz,1050000,5,4.0,2552.0,"153 Wellbrook Ave, Staten Island, NY 10314, USA",40.6013205,-74.130029,unknown,multi family home,Normal,Manhattan,10314
brown harris stevens,2649000,3,3.0,1500.0,"325 5th Ave APT 36A, New York, NY 10016, USA",40.7473345,-73.9848617,unknown,condo,Normal,Manhattan,10016
douglas elliman,925000,2,2.0,787.0,"1904 Harman St #4a, Ridgewood, NY 11385, USA",40.7078968,-73.9105088,unknown,condo,Normal,Queens,11385
bond new york columbus circle,559000,1,1.0,579.0,"1229 Putnam Ave #2d, Brooklyn, NY 11221, USA",40.6915011,-73.9156479,unknown,condo,Normal,Brooklyn,11221
douglas elliman,999999,1,2.0,807.0,"10 Little W St #20d, New York, NY 10004, USA",40.7055917,-74.0172159,unknown,condo,Normal,Manhattan,10004
bright horizons inc,269000,1,1.0,700.0,"1625 Emmons Ave #1a, Brooklyn, NY 11235, USA",40.5836263,-73.9518978,unknown,co op,Normal,Brooklyn,11235
king zone inc,838000,2,2.0,1054.0,"1238 63rd St #436, Brooklyn, NY 11219, USA",40.6275896,-74.0016198,unknown,condo,Normal,Brooklyn,11219
trademarko inc,2350000,15,10.0,8460.0,"60-01 Metropolitan Ave, Flushing, NY 11385, USA",40.7130859,-73.905278,unknown,multi family home,Outlier,Manhattan,11385
keller williams,220000,1,1.0,792.0,"8510 151st Ave Apt 2b, Howard Beach, NY 11414, USA",40.6680599,-73.8497,unknown,co op,Normal,Queens,11414
corcoran,729000,1,1.0,550.0,"200 E 58th St #14c, New York, NY 10022, USA",40.7606485,-73.9668928,unknown,condo,Normal,Manhattan,10022
corcoran,2045000,3,2.0,1039.0,"301 W 53rd St #19a, New York, NY 10019, USA",40.7644959,-73.9851321,unknown,condo,Normal,Manhattan,10019
owner entry com,749000,2,2.0,1258.0,"219 Constitution Pl, College Point, NY 11356, USA",40.7945927,-73.8457338,unknown,condo,Normal,Manhattan,11356
corcoran,399000,1,1.0,775.0,"7101 Shore Rd #3d, Brooklyn, NY 11209, USA",40.6363145,-74.0363466,pending,other,Normal,Brooklyn,11209
douglas elliman,3695000,2,2.0,1978.0,"160 W 66th St #57b, New York, NY 10023, USA",40.774282,-73.9841771,unknown,condo,Normal,Manhattan,10023
ozana,680000,3,2.0,2240.0,"233 Tompkins Ave., Staten Island, NY 10304, USA",40.6193794,-74.075943,unknown,multi family home,Normal,Manhattan,10304
re/max,1195000,14,6.0,5100.0,"320 61st St, Brooklyn, NY 11220, USA",40.6411025,-74.0207743,unknown,multi family home,Outlier,Manhattan,11220
exp,495000,2,1.0,900.0,"275 Webster Ave #1b, Brooklyn, NY 11230, USA",40.6329634,-73.9709274,unknown,co op,Normal,Brooklyn,11230
atlantic  inc,314000,1,1.0,875.0,"80 Avenue P Apartment B1, Brooklyn, NY 11204, USA",40.60714,-73.985744,pending,other,Normal,Brooklyn,11204
corcoran,950000,2,2.0,1033.0,"77 E 110th St #7a, New York, NY 10029, USA",40.7958546,-73.9464985,unknown,condo,Normal,Manhattan,10029
magic of great neck inc,449000,1,2.0,1074.0,"27110 Grand Central Pkwy #6a, Queens Village, NY 11005, USA",40.7564761,-73.7212008,unknown,co op,Normal,Queens,11005
compass,2995000,7,2.3738608579684373,4100.0,"497 Madison St, Brooklyn, NY 11221, USA",40.6863946,-73.9376539,unknown,townhouse,Outlier,Manhattan,11221
weichert,325000,1,1.0,775.0,"145 72nd St Apt D14, Brooklyn, NY 11209, USA",40.6347771,-74.0316533,unknown,co op,Normal,Brooklyn,11209
sotheby's,1599000,2,2.0,1094.0,"135 E 54th St #14b, New York, NY 10022, USA",40.7592821,-73.9707592,unknown,condo,Normal,Manhattan,10022
qvtopservice,649000,3,2.0,2000.0,"114-30 202nd St, Jamaica, NY 11412, USA",40.6995553,-73.7527095,unknown,house,Normal,Manhattan,11412
corcoran,1850000,1,1.0,703.0,"25 5th Ave #5g, New York, NY 10003, USA",40.7328142,-73.995445,unknown,condo,Normal,Manhattan,10003
william raveis new york city,1395000,1,2.0,1220.0,"20 Pine St APT 2504, New York, NY 10005, USA",40.707729,-74.0097327,unknown,condo,Normal,Manhattan,10005
exit top,1499000,8,3.0,2636.0,"2917 Brighton 5th St, Brooklyn, NY 11235, USA",40.5806656,-73.9634221,unknown,multi family home,Normal,Manhattan,11235
top nest inc,849000,3,3.0,1656.0,"1495 E 95th St, Brooklyn, NY 11236, USA",40.6359565,-73.8946343,unknown,house,Normal,Manhattan,11236
corcoran,759000,2,2.0,1230.0,"2025 Ocean Ave #6a, Brooklyn, NY 11230, USA",40.612478,-73.953507,unknown,condo,Normal,Brooklyn,11230
douglas elliman,549999,3,2.3738608579684373,1652.0,"30 Stonegate Dr #1, Staten Island, NY 10304, USA",40.6016923,-74.0869707,pending,other,Normal,Staten Island,10304
corcoran,4995000,3,4.0,2184.0,"1295 Madison Ave #5a, New York, NY 10128, USA",40.7847977,-73.9556597,unknown,condo,Normal,Manhattan,10128
korr,249000,2,1.0,1000.0,"2450 Haring St #1f, Brooklyn, NY 11235, USA",40.5926138,-73.9396101,unknown,co op,Normal,Brooklyn,11235
space marketing shop inc,1500000,1,2.0,1218.0,"490 Lorimer St #1a, Brooklyn, NY 11211, USA",40.7115725,-73.948677,unknown,condo,Normal,Brooklyn,11211
avenues headquarters,695000,2,1.0,959.0,"122 E 102nd St #2b, New York, NY 10029, USA",40.7897507,-73.9487257,unknown,condo,Normal,Manhattan,10029
nest seekers  west,15500000,5,6.0,4134.0,"1965 Broadway #28e, New York, NY 10023, USA",40.7744463,-73.9825007,unknown,condo,Luxury,Manhattan,10023
douglas elliman,1995000,2,2.0,1700.0,"10 W 66th St #30d, New York, NY 10023, USA",40.7724058,-73.9797157,unknown,co op,Normal,Manhattan,10023
compass,1799000,6,4.0,3300.0,"17 Suydam St, Brooklyn, NY 11221, USA",40.6959511,-73.9321432,unknown,townhouse,Normal,Manhattan,11221
brown harris stevens,3250000,2,2.0,1509.0,"210 Lafayette St APT 6D, New York, NY 10012, USA",40.7217442,-73.998107,unknown,condo,Normal,Manhattan,10012
hauseit hauseit,750000,1,1.0,750.0,"170 W 81st St #5b, New York, NY 10024, USA",40.7840294,-73.9767127,unknown,co op,Normal,Manhattan,10024
compass,1999000,4,2.0,2487.0,"597 E 8th St, Brooklyn, NY 11218, USA",40.6353046,-73.9698484,unknown,townhouse,Normal,Manhattan,11218
serhant,4395000,5,5.0,3498.0,"401 E 60th St #4b, New York, NY 10022, USA",40.7603031,-73.9610497,unknown,condo,Normal,Manhattan,10022
red door,368888,2,1.0,540.0,"233 Freeborn St, Staten Island, NY 10306, USA",40.5740408,-74.0931899,contingent,other,Normal,Manhattan,10306
rockaway,1290000,6,5.0,2340.0,"1-26 Beach 98th St, Rockaway Park, NY 11694, USA",40.5832258,-73.8184131,unknown,multi family home,Normal,Manhattan,11694
douglas elliman,11250000,5,6.0,4357.0,"995 5th Ave #5s, New York, NY 10028, USA",40.778004,-73.962547,unknown,house,Luxury,Manhattan,10028
re/max,949900,3,2.0,1940.0,"130 Ave. S, Brooklyn, NY 11223, USA",40.6006625,-73.9808106,unknown,house,Normal,Manhattan,11223
momentum real estate,599000,3,2.0,1232.0,"19 Heusden St, Staten Island, NY 10303, USA",40.6338588,-74.1528287,unknown,house,Normal,Manhattan,10303
douglas elliman,7500000,4,4.0,2811.0,"30 Park Pl #59D, New York, NY 10007, USA",40.7127825,-74.0090376,unknown,condo,Luxury,Manhattan,10007
douglas elliman,635000,3,1.0,500.0,"63 E 9th St #5e, New York, NY 10003, USA",40.7314129,-73.9921518,unknown,house,Normal,Manhattan,10003
royal york inc,1680000,5,2.0,1584.0,"1045 E 29th St, Brooklyn, NY 11210, USA",40.6255895,-73.9474055,unknown,house,Normal,Manhattan,11210
real estate top sales,580000,2,1.0,667.0,"224 22nd St #4d, Brooklyn, NY 11232, USA",40.6609319,-73.9945957,unknown,condo,Normal,Brooklyn,11232
ben bay co,838000,4,4.0,2780.0,"114 Tyrrell St, Staten Island, NY 10307, USA",40.5124611,-74.2488941,pending,other,Normal,Manhattan,10307
sotheby's,8575000,2,2.0,1830.0,"25 Columbus Cir #57, New York, NY 10019, USA",40.7680474,-73.9835169,unknown,condo,Luxury,Manhattan,10019
re/max,619000,2,2.0,804.0,"15 Eunice Pl, Staten Island, NY 10303, USA",40.6250376,-74.1522209,unknown,house,Normal,Manhattan,10303
corcoran,1200000,3,1.0,500.0,"299 W 12th St #3b, New York, NY 10014, USA",40.7377431,-74.0052925,unknown,condo,Normal,Manhattan,10014
peter ashe real estate peter ashe real estate,8250000,2,3.0,3000.0,"128 Central Park S #10a, New York, NY 10019, USA",40.7660187,-73.9775473,unknown,co op,Luxury,Manhattan,10019
probase real estate,1150000,3,2.0,1600.0,"2801 Brown St, Brooklyn, NY 11235, USA",40.5851948,-73.9368737,unknown,house,Normal,Manhattan,11235
keller williams,375000,1,1.0,387.0,"662 4th Ave #1r, Brooklyn, NY 11232, USA",40.6637079,-73.9949633,unknown,condo,Normal,Brooklyn,11232
exp,2488000,2,2.0,1483.0,"150 Nassau St #2d, New York, NY 10038, USA",40.7114624,-74.0059409,unknown,condo,Normal,Manhattan,10038
fillmore real estate,935000,1,1.0,713.0,"110 Livingston St #11j, Brooklyn, NY 11201, USA",40.6909831,-73.9899258,unknown,condo,Normal,Brooklyn,11201
realhome services solutions,604200,5,3.0,2000.0,"1114 Blake Ave, Brooklyn, NY 11208, USA",40.6703548,-73.8767077,unknown,multi family home,Normal,Manhattan,11208
corcoran,5200000,3,4.0,3400.0,"29 W 85th St APT 3, New York, NY 10024, USA",40.7852077,-73.9706676,unknown,condo,Normal,Manhattan,10024
real broker,950000,3,2.3738608579684373,2500.0,"382 Audubon Ave, New York, NY 10033, USA",40.8507355,-73.9311387,unknown,multi family home,Normal,Manhattan,10033
exp,329000,2,1.0,950.0,"2400 E 3rd St Apt 715, Brooklyn, NY 11223, USA",40.5911414,-73.9676771,unknown,co op,Normal,Brooklyn,11223
corcoran,2495000,3,3.0,2500.0,"530 East 86th St #7a, New York, NY 10028, USA",40.7751383,-73.9457867,unknown,co op,Normal,Manhattan,10028
douglas elliman,19995000,7,8.0,8900.0,"32 E 22nd St, New York, NY 10010, USA",40.7397747,-73.9879891,unknown,multi family home,Luxury,Manhattan,10010
keller williams,595000,2,2.0,1075.0,"37-30 83rd St #3c, Flushing, NY 11372, USA",40.7487647,-73.8834851,unknown,co op,Normal,Queens,11372
momentum real estate,850000,3,2.0,1696.0,"213 Liberty Ave, Staten Island, NY 10305, USA",40.5870716,-74.0944361,unknown,multi family home,Normal,Manhattan,10305
e  corp,799000,3,2.0,1184.0,"13-04 126th St, Flushing, NY 11356, USA",40.7865794,-73.8422755,unknown,townhouse,Normal,Manhattan,11356
american dream kalaba,3200000,3,2.3738608579684373,17000.0,"151 Daniel Low Terrace, Staten Island, NY 10301, USA",40.640823,-74.0800239,unknown,multi family home,Outlier,Manhattan,10301
papp,639000,3,1.0,1100.0,"51-42 30th Ave. #4c, Woodside, NY 11377, USA",40.7586944,-73.9049161,unknown,co op,Normal,Queens,11377
robert defalco inc,2199999,4,2.0,2848.0,"3569 Richmond Rd, Staten Island, NY 10306, USA",40.5727658,-74.1401218,unknown,house,Normal,Manhattan,10306
christie s  real estate new york,950000,9,7.0,3316.0,"2108 Bathgate Ave, Bronx, NY 10457, USA",40.8512643,-73.8944397,unknown,multi family home,Normal,Manhattan,10457
winzone inc,720000,2,1.0,970.0,"61-09 39th Ave m6, Woodside, NY 11377, USA",40.7472374,-73.9021112,unknown,condo,Normal,Queens,11377
corcoran,4780000,2,2.0,1882.0,"16 W 40th St #25b, New York, NY 10018, USA",40.752444,-73.982986,unknown,condo,Normal,Manhattan,10018
douglas elliman,760000,1,1.0,700.0,"404 E 66th St #4n, New York, NY 10065, USA",40.7636004,-73.9583523,unknown,condo,Normal,Manhattan,10065
deutsch,2350000,2,2.0,1628.0,"207 E 57th St #16b, New York, NY 10022, USA",40.7602847,-73.9668148,unknown,condo,Normal,Manhattan,10022
exit prime,339999,1,1.0,825.0,"78-06 46th Ave #4b, Elmhurst, NY 11373, USA",40.7402133,-73.8868828,unknown,co op,Normal,Queens,11373
corcoran,220000,1,1.0,900.0,"3000 Valentine Ave #5f, Bronx, NY 10458, USA",40.8724137,-73.8852231,unknown,co op,Normal,Bronx,10458
e  corp,499000,1,1.0,750.0,"63-14 Queens Blvd #5c, Woodside, NY 11377, USA",40.7409264,-73.9020731,unknown,condo,Normal,Queens,11377
corcoran,445000,3,1.0,550.0,"230 E 79th St #19c, New York, NY 10075, USA",40.7735465,-73.9561566,unknown,co op,Normal,Manhattan,10075
sotheby's,299000,1,1.0,700.0,"3220 91st St Apt 310, East Elmhurst, NY 11369, USA",40.7585599,-73.87738,unknown,co op,Normal,Queens,11369
douglas elliman,4075000,3,3.0,2150.0,"240 Riverside Blvd #19b, New York, NY 10023, USA",40.7804721,-73.9871434,unknown,condo,Normal,Manhattan,10069
e  corp,580000,2,2.0,950.0,"130-14 60th Ave #2c, Flushing, NY 11355, USA",40.7440024,-73.8353772,unknown,condo,Normal,Queens,11355
douglas elliman,995000,2,2.0,1015.0,"2110 Frederick Douglass Blvd #8d, New York, NY 10026, USA",40.8030984,-73.9559736,unknown,condo,Normal,Manhattan,10026
cross country,825000,6,2.0,2444.0,"80 Kelvin Ave, Staten Island, NY 10306, USA",40.5546232,-74.1349952,pending,other,Normal,Manhattan,10306
byson real estate company byson real estate company,1525000,2,2.0,1329.0,"5-30 47th Ave #1b, Long Island City, NY 11101, USA",40.745483,-73.954465,unknown,condo,Normal,Queens,11101
brown harris stevens,1995000,3,3.0,1800.0,"418 E 59th St #31b, New York, NY 10022, USA",40.7590132,-73.9612618,unknown,co op,Normal,Manhattan,10022
ycl real estate consulting,217000,1,1.0,700.0,"12325 82nd Ave #5r, Kew Gardens, NY 11415, USA",40.7126884,-73.8282495,unknown,co op,Normal,Queens,11415
excellent,468000,1,1.0,500.0,"65-38 Austin St #2b, Rego Park, NY 11374, USA",40.725653,-73.8596142,unknown,condo,Normal,Queens,11374
robert defalco inc,1739888,8,3.0,3375.0,"1938 Bay Ridge Ave, Brooklyn, NY 11204, USA",40.6148276,-73.9896373,unknown,multi family home,Normal,Manhattan,11204
golden doors corp,650000,5,2.0,1951.0,"687 E 232nd St, Bronx, NY 10466, USA",40.8931042,-73.8582396,unknown,house,Normal,Manhattan,10466
winzone inc,1690000,10,4.0,2958.0,"1809 Voorhies Ave, Brooklyn, NY 11235, USA",40.5862321,-73.9509299,unknown,house,Normal,Manhattan,11235
re/max,2100000,3,8.0,7984.0,"248 New York Ave Apartment 8, Brooklyn, NY 11216, USA",40.671868,-73.947826,unknown,multi family home,Outlier,Brooklyn,11216
douglas elliman,7450000,3,2.0,5500.0,"38 W 26th St Apt 12a, New York, NY 10010, USA",40.7439988,-73.9898542,unknown,co op,Luxury,Manhattan,10010
keller williams,450000,1,1.0,1115.0,"11120 73rd Ave #6h, Forest Hills, NY 11375, USA",40.7193296,-73.8380044,unknown,co op,Normal,Queens,11375
kms  inc,629000,3,2.0,1216.0,"132 Dalton Ave, Staten Island, NY 10306, USA",40.571871,-74.1276199,unknown,house,Normal,Manhattan,10306
keller williams,235000,1,1.0,660.0,"3125 Tibbett Ave #8c, Bronx, NY 10463, USA",40.881546,-73.908104,unknown,co op,Normal,Bronx,10463
douglas elliman,485000,3,1.0,525.0,"242 E 25th St #3d, New York, NY 10010, USA",40.7392184,-73.9805521,unknown,house,Normal,Manhattan,10010
compass,1588000,2,2.0,1108.0,"30 W 61st St #16d, New York, NY 10023, USA",40.7701201,-73.9833141,unknown,condo,Normal,Manhattan,10023
corcoran,2695000,2,2.0,1750.0,"12 W 18th St #4e, New York, NY 10011, USA",40.7388719,-73.9929549,unknown,house,Normal,Manhattan,10011
douglas elliman,585000,2,2.0,988.0,"3625 Oxford Ave #2b, Bronx, NY 10463, USA",40.8870567,-73.908722,unknown,condo,Normal,Bronx,10463
compass,848880,1,1.0,713.0,"11 E 36th St STE 404, New York, NY 10016, USA",40.7496366,-73.9825832,unknown,condo,Normal,Manhattan,10016
avenue street inc,268000,1,1.0,750.0,"13839 Jewel Ave #3a, Flushing, NY 11367, USA",40.7295527,-73.8272075,unknown,co op,Normal,Queens,11367
corcoran,3700000,3,3.0,1756.0,"1280 5th Ave #17b, New York, NY 10029, USA",40.7961886,-73.949116,unknown,condo,Normal,Manhattan,10029
toll brothers inc,1125000,1,1.0,743.0,"4 W 103rd St, New York, NY 10025, USA",40.7961762,-73.962094,unknown,condo,Normal,Manhattan,10025
peerless  corp,329000,2,2.0,1200.0,"1750 E 14th St #6b, Brooklyn, NY 11229, USA",40.6068155,-73.9592184,pending,other,Normal,Brooklyn,11229
momentum real estate,1380000,4,2.0,2520.0,"8903 Ridge Blvd, Brooklyn, NY 11209, USA",40.6217919,-74.0343844,unknown,house,Normal,Manhattan,11209
e  corp,2499000,18,12.0,2520.0,"116-10 14th Rd, Flushing, NY 11356, USA",40.7845143,-73.8508657,unknown,multi family home,Normal,Manhattan,11356
keller williams,2395000,4,3.0,2155.0,"42 St Marks Pl APT 1, Brooklyn, NY 11217, USA",40.6820512,-73.9811684,unknown,condo,Normal,Brooklyn,11217
corcoran,8525000,4,4.0,2863.0,"126 East 86th St #16a, New York, NY 10028, USA",40.7794854,-73.9561419,unknown,condo,Luxury,Manhattan,10028
master  inc,1229000,6,5.0,2816.0,"7550 Amboy Rd, Staten Island, NY 10307, USA",40.5086315,-74.2470232,unknown,multi family home,Normal,Manhattan,10307
nardoni inc,799000,1,1.0,950.0,"201 E 28th St #7k, New York, NY 10016, USA",40.7419819,-73.980516,unknown,co op,Normal,Manhattan,10016
keller williams,625000,4,2.0,1650.0,"26 Roe St, Staten Island, NY 10310, USA",40.6333731,-74.122092,contingent,other,Normal,Manhattan,10310
oxford property,1225000,4,4.0,1821.0,"1103 Bushwick Ave, Brooklyn, NY 11221, USA",40.6901415,-73.9187569,unknown,townhouse,Normal,Manhattan,11221
tom crimmins ltd,240000,1,1.0,800.0,"1100 Clove Rd #2c, Staten Island, NY 10301, USA",40.6189484,-74.1071576,unknown,condo,Normal,Staten Island,10301
sotheby's,165000,1,1.0,750.0,"5615 Netherland Ave #4e, Bronx, NY 10471, USA",40.904655,-73.9066105,unknown,co op,Normal,Bronx,10471
corcoran,765000,1,2.0,1000.0,"17 W 54th St #10f, New York, NY 10019, USA",40.7617971,-73.9766275,unknown,co op,Normal,Manhattan,10019
accord homes,309000,2,1.0,862.0,"1505 Archer Rd #2d, Bronx, NY 10462, USA",40.8385018,-73.86211,unknown,condo,Normal,Bronx,10462
5 boro corp,1250000,6,3.0,3496.0,"739 E 89th St, Brooklyn, NY 11236, USA",40.6405629,-73.9073462,unknown,multi family home,Normal,Manhattan,11236
compass,2099000,5,4.0,3200.0,"16 Dekoven Ct, Brooklyn, NY 11230, USA",40.6328573,-73.9632363,unknown,townhouse,Normal,Manhattan,11230
corcoran,3795000,3,3.0,1981.0,"200 E 62nd St #19a, New York, NY 10065, USA",40.7630942,-73.9649721,unknown,condo,Normal,Manhattan,10065
real estate executives,1249949,4,4.0,2720.0,"25 Sanford St, Staten Island, NY 10307, USA",40.5107574,-74.239192,unknown,house,Normal,Manhattan,10307
robert defalco inc,649999,5,3.0,2052.0,"80 Brewster St, Staten Island, NY 10304, USA",40.6317585,-74.0785358,contingent,other,Normal,Manhattan,10304
corcoran,1075000,2,2.0,1144.0,"1222 Putnam Ave #4a, Brooklyn, NY 11221, USA",40.6912454,-73.9154184,unknown,condo,Normal,Brooklyn,11221
douglas elliman,750000,1,1.0,592.0,"250 Manhattan Ave #3r, Brooklyn, NY 11211, USA",40.7120018,-73.9453832,unknown,condo,Normal,Brooklyn,11211
corcoran,1850000,2,2.0,1322.0,"40 Broad St Fl 3, New York, NY 10004, USA",40.7060214,-74.0117866,unknown,condo,Normal,Manhattan,10004
re/max,1288000,3,2.3738608579684373,1692.0,"7715 20th Ave, Brooklyn, NY 11214, USA",40.6091787,-73.993115,unknown,house,Normal,Manhattan,11214
douglas elliman,5250000,3,3.0,2950.0,"60 E 55th St #3, New York, NY 10022, USA",40.760525,-73.972787,unknown,condo,Normal,Manhattan,10022
new american corp,1375000,8,3.0,3039.0,"726 E 134th St, Bronx, NY 10454, USA",40.8019854,-73.9144974,unknown,multi family home,Normal,Manhattan,10454
tapestry real estate of queens,270000,2,1.0,700.0,"21-05 33rd St #5f, Astoria, NY 11105, USA",40.7769221,-73.9073482,unknown,co op,Normal,Queens,11101
douglas elliman,3585000,3,3.0,2237.0,"344 W 72nd St #609, New York, NY 10023, USA",40.7803967,-73.9864464,unknown,co op,Normal,Manhattan,10023
momentum real estate,499000,3,2.0,1024.0,"140 Kiswick St, Staten Island, NY 10306, USA",40.5757598,-74.0943577,unknown,house,Normal,Manhattan,10306
corcoran,595000,1,1.0,556.0,"68 Eldert St #4c, Brooklyn, NY 11207, USA",40.6869771,-73.9126141,unknown,condo,Normal,Brooklyn,11207
corcoran,5000000,3,3.0,1845.0,"215 Sullivan St #5e, New York, NY 10012, USA",40.7293399,-73.9998507,unknown,multi family home,Normal,Manhattan,10012
keller williams,2995000,2,2.0,1784.0,"721 5th Ave Suite 52D, New York, NY 10022, USA",40.762394,-73.9739039,unknown,condo,Normal,Manhattan,10022
re/max,469900,3,2.0,1200.0,"2711 Henry Hudson Pkwy #3c, Bronx, NY 10463, USA",40.8819273,-73.9172822,unknown,co op,Normal,Bronx,10463
pantiga  inc,159999,1,1.0,650.0,"1372 Shakespeare Ave #4c, Bronx, NY 10452, USA",40.8412247,-73.9216103,unknown,co op,Normal,Bronx,10452
