BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,ZIP,BOROUGH,PRICE_PER_SQFT,LUXURY
compass,14000000,5,2.3738608579684373,7200.0,"38 Monroe Pl, Brooklyn, NY 11201, USA",40.6958593,-73.9925234,unknown,townhouse,11201,Manhattan,1944.4444444444443,True
keller williams,2998888,5,2.3738608579684373,3800.0,"28-05 216th St, Bayside, NY 11360, USA",40.7782443,-73.7706926,unknown,house,11360,Manhattan,789.181052631579,True
compass,10000000,5,2.3738608579684373,5660.0,"45 W 95th St, New York, NY 10025, USA",40.791801,-73.9665998,unknown,townhouse,10025,Manhattan,1766.7844522968198,True
sotheby's,25500000,5,2.3738608579684373,2184.207862,"763 Greenwich St, New York, NY 10014, USA",40.7361176,-74.0064866,unknown,townhouse,10014,Manhattan,11674.713036080078,True
compass,3000000,5,2.3738608579684373,5000.0,"263 W 139th St, New York, NY 10030, USA",40.819079,-73.944168,unknown,townhouse,10030,Manhattan,600.0,True
genstone,625000,5,2.3738608579684373,2184.207862,"198 Shepherd Ave, Brooklyn, NY 11208, USA",40.679665,-73.8819497,unknown,multi family home,11208,Manhattan,286.14492735490387,False
robert defalco inc,1999999,5,2.3738608579684373,5301.0,"220 Douglas Rd, Staten Island, NY 10301, USA",40.6071393,-74.097086,unknown,house,10304,Manhattan,377.28711563855876,False
robert defalco inc,929000,5,2.3738608579684373,2200.0,"314 Montreal Ave, Staten Island, NY 10306, USA",40.5592121,-74.1263587,unknown,house,10306,Manhattan,422.27272727272725,False
corcoran,30000000,5,2.3738608579684373,6000.0,"15 Bank St, New York, NY 10014, USA",40.7371772,-74.0024577,unknown,house,10014,Manhattan,5000.0,True
nobroker,2900000,5,2.3738608579684373,6707.0,"29 Annfield Ct, Staten Island, NY 10304, USA",40.6000344,-74.1064235,unknown,house,10304,Manhattan,432.38407633815416,True
corcoran,48000000,5,2.3738608579684373,2184.207862,"740 Park Ave #5, New York, NY 10021, USA",40.7707516,-73.9645283,unknown,co op,10021,Manhattan,21975.930420856617,True
aaa young shuen inc,1288000,5,2.3738608579684373,2184.207862,"146-06 13th Ave, Flushing, NY 11357, USA",40.7886657,-73.8207928,unknown,house,11357,Manhattan,589.687466292986,False
compass,2450000,5,2.3738608579684373,2982.0,"274 Bainbridge St., Brooklyn, NY 11233, USA",40.6813525,-73.9261641,unknown,townhouse,11233,Manhattan,821.5962441314554,True
compass,6999500,5,2.3738608579684373,4065.0,"446 W 22nd St, New York, NY 10011, USA",40.7463287,-74.0034571,unknown,townhouse,10011,Manhattan,1721.8942189421894,True
compass,2175000,5,2.3738608579684373,3317.0,"1259 Jefferson Ave, Brooklyn, NY 11221, USA",40.6920744,-73.912766,unknown,townhouse,11221,Manhattan,655.712993668978,True
all star real estate,800000,5,2.3738608579684373,1584.0,"189 Corson Ave, Staten Island, NY 10301, USA",40.6375111,-74.0852471,foreclosure,other,10301,Manhattan,505.050505050505,False
compass,2395000,5,2.3738608579684373,2560.0,"798 Halsey St, Brooklyn, NY 11233, USA",40.6848322,-73.9220551,unknown,townhouse,11233,Manhattan,935.546875,True
corcoran,29000000,5,2.3738608579684373,5508.0,"180 E 88th St, New York, NY 10128, USA",40.7801822,-73.9536507,unknown,condo,10128,Manhattan,5265.068990559186,True
chase global corp,1990000,5,2.3738608579684373,2184.207862,"63-12 136th St, Flushing, NY 11367, USA",40.7398861,-73.8305343,unknown,multi family home,11367,Manhattan,911.085448698014,False
corcoran,725000,5,2.3738608579684373,2184.207862,"138-48 229th St, Jamaica, NY 11413, USA",40.6702491,-73.7454183,unknown,house,11413,Manhattan,331.92811573168854,False
compass,13995000,5,2.3738608579684373,6815.0,"137 W 77th St, New York, NY 10024, USA",40.7813836,-73.9776937,unknown,townhouse,10024,Manhattan,2053.558327219369,True
compass,1979000,5,2.3738608579684373,3150.0,"185 Weirfield St, Brooklyn, NY 11221, USA",40.6908422,-73.9117096,unknown,townhouse,11221,Manhattan,628.2539682539683,False
corcoran,15995000,5,2.3738608579684373,2184.207862,"65 Bedford St, New York, NY 10014, USA",40.7311289,-74.0048678,unknown,townhouse,10014,Manhattan,7323.0209808667005,True
re/max,1499000,5,2.3738608579684373,2088.0,"1914 Bay Ridge Ave, Brooklyn, NY 11204, USA",40.6151781,-73.9901308,unknown,house,11204,Manhattan,717.911877394636,False
sotheby's,45000000,5,2.3738608579684373,2184.207862,"4 E 66th St Fl 7, New York, NY 10065, USA",40.768301,-73.9697336,unknown,co op,10065,Manhattan,20602.43476955308,True
compass,1999000,5,2.3738608579684373,3100.0,"468 Marion St, Brooklyn, NY 11233, USA",40.6816466,-73.9105641,unknown,townhouse,11233,Manhattan,644.8387096774194,False
corcoran,12500000,5,2.3738608579684373,2184.207862,"925 Park Ave #4, New York, NY 10028, USA",40.7762654,-73.9595399,unknown,co op,10028,Manhattan,5722.898547098078,True
corcoran,21500000,5,2.3738608579684373,4179.0,"1295 Madison Ave, New York, NY 10128, USA",40.7847977,-73.9556597,unknown,condo,10128,Manhattan,5144.771476429768,True
compass,14995000,5,2.3738608579684373,6000.0,"184 E 75th St, New York, NY 10021, USA",40.7719074,-73.9601359,unknown,townhouse,10021,Manhattan,2499.1666666666665,True
sotheby's,13650000,5,2.3738608579684373,2184.207862,"164 E 70th St, New York, NY 10021, USA",40.7686449,-73.9625686,pending,other,10021,Manhattan,6249.405213431101,True
connie profaci,1588000,5,2.3738608579684373,2580.0,"8407 15th Ave, Brooklyn, NY 11228, USA",40.6122575,-74.0082788,unknown,house,11228,Manhattan,615.5038759689922,False
sotheby's,21000000,5,2.3738608579684373,2184.207862,"730 Park Ave #9a, New York, NY 10021, USA",40.7704869,-73.9648893,unknown,co op,10021,Manhattan,9614.469559124771,True
acg ny,699000,5,2.3738608579684373,2090.0,"723 E 211th St, Bronx, NY 10467, USA",40.8777409,-73.8647117,unknown,multi family home,10467,Manhattan,334.44976076555025,False
howard hanna rand,549000,5,3.0,496.0,"2808 Wickham Ave, Bronx, NY 10469, USA",40.8679701,-73.836565,unknown,house,10469,Manhattan,1106.8548387096773,False
onespace,799000,5,3.0,1800.0,"1124 E 51st St, Brooklyn, NY 11234, USA",40.6336127,-73.9276041,unknown,house,11234,Manhattan,443.8888888888889,False
keller williams,1599000,5,3.0,5600.0,"1233 Todt Hill Rd, Staten Island, NY 10304, USA",40.5813757,-74.1131912,unknown,house,10304,Manhattan,285.5357142857143,False
empire city,860000,5,3.0,2324.0,"3743 Neptune Ave, Brooklyn, NY 11224, USA",40.5768936,-74.0048793,unknown,multi family home,11224,Manhattan,370.05163511187607,False
skylimit,998000,5,3.0,1574.0,"60-17 59th Ave, Flushing, NY 11378, USA",40.7190856,-73.9060914,unknown,multi family home,11378,Manhattan,634.0533672172808,False
keller williams,799000,5,3.0,2400.0,"232 Throgs Neck Blvd, Bronx, NY 10465, USA",40.8181836,-73.812739,unknown,multi family home,10465,Manhattan,332.9166666666667,False
real broker ny,1150000,5,3.0,2184.207862,"162-14 97th St, Howard Beach, NY 11414, USA",40.6542535,-73.8350556,unknown,multi family home,11414,Manhattan,526.5066663330232,False
trademarko inc,998000,5,3.0,1738.0,"95-15 108th St, South Richmond Hill, NY 11419, USA",40.6898026,-73.836542,unknown,multi family home,11419,Manhattan,574.223245109321,False
baring homes corp,789000,5,3.0,1273.0,"223-30 107th Ave, Jamaica, NY 11429, USA",40.7084501,-73.7316272,unknown,house,11429,Manhattan,619.7957580518461,False
coldwell banker,869999,5,3.0,2080.0,"428 Bradley Ave, Staten Island, NY 10314, USA",40.6005525,-74.1314512,unknown,multi family home,10314,Manhattan,418.26875,False
compass,950000,5,3.0,2288.0,"914 Pine St, Brooklyn, NY 11208, USA",40.6626245,-73.8680207,unknown,townhouse,11208,Manhattan,415.2097902097902,False
ha jones management,650000,5,3.0,2184.207862,"36A Rochester Ave, Brooklyn, NY 11233, USA",40.677921,-73.9277691,unknown,house,11233,Manhattan,297.59072444910004,False
winzone inc,1275000,5,3.0,2184.207862,"32-58 86th St, Queens, NY 11369, USA",40.7563571,-73.8819905,unknown,multi family home,11369,Manhattan,583.735651804004,False
o kane,899000,5,3.0,1480.0,"58-31 71st St, Maspeth, NY 11378, USA",40.7253273,-73.8900898,unknown,multi family home,11378,Manhattan,607.4324324324324,False
homesmart premier living rlty,949999,5,3.0,1740.0,"109-42 Centreville St, Jamaica, NY 11417, USA",40.6778227,-73.8350282,unknown,multi family home,11417,Manhattan,545.9764367816092,False
re/max,1695000,5,3.0,2160.0,"68 74th St, Brooklyn, NY 11209, USA",40.633504,-74.034181,unknown,house,11209,Manhattan,784.7222222222222,False
fave inc,1150000,5,3.0,2184.207862,"162-31 91st St, Howard Beach, NY 11414, USA",40.6529502,-73.8400922,unknown,house,11414,Manhattan,526.5066663330232,False
keller williams,575000,5,3.0,2076.0,"627 E 236th St, Bronx, NY 10466, USA",40.8965002,-73.8585406,unknown,house,10466,Manhattan,276.97495183044316,False
blue sky,500000,5,3.0,2472.0,"1158 54th St, Brooklyn, NY 11219, USA",40.6339137,-73.9982004,pending,other,11219,Manhattan,202.26537216828478,False
century 21 galvez,899999,5,3.0,1800.0,"263 W 254th St, Bronx, NY 10471, USA",40.9016185,-73.8999396,unknown,multi family home,10471,Manhattan,499.99944444444446,False
ashford homes,1250000,5,3.0,2295.0,"1923 66th St, Brooklyn, NY 11204, USA",40.617019,-73.9878352,unknown,house,11204,Manhattan,544.6623093681917,False
nobroker,639888,5,3.0,1376.0,"226 Dover Green, Staten Island, NY 10312, USA",40.5564024,-74.1975285,unknown,multi family home,10312,Manhattan,465.0348837209302,False
best american homes inc,989000,5,3.0,2184.207862,"34-21 83rd St, Flushing, NY 11372, USA",40.7531679,-73.8836878,unknown,multi family home,11372,Manhattan,452.7957330463999,False
sovereign of ny inc,1399000,5,3.0,3375.0,"91-09 165th Ave, Jamaica, NY 11414, USA",40.6491159,-73.8389887,unknown,house,11414,Manhattan,414.51851851851853,False
jaymore,750000,5,3.0,1500.0,"130-35 146th St, Jamaica, NY 11436, USA",40.6693291,-73.7924388,unknown,house,11436,Manhattan,500.0,False
compass,1100000,5,3.0,1916.0,"1720 E 51st St, Brooklyn, NY 11234, USA",40.6183626,-73.9260392,unknown,multi family home,11234,Manhattan,574.1127348643006,False
re/max,1085000,5,3.0,1200.0,"1625 71st St, Brooklyn, NY 11204, USA",40.618311,-73.997597,unknown,house,11204,Manhattan,904.1666666666666,False
prime,999000,5,3.0,2184.207862,"7312 Avenue U, Brooklyn, NY 11234, USA",40.6207744,-73.9055089,unknown,multi family home,11234,Manhattan,457.37405188407837,False
real broker ny,1499999,5,3.0,2184.207862,"114-15 91st Ave, Jamaica, NY 11418, USA",40.695043,-73.832656,unknown,house,11418,Manhattan,686.7473678198855,False
b square,1090000,5,3.0,2184.207862,"507 127th St, Flushing, NY 11356, USA",40.7922364,-73.8405165,unknown,multi family home,11356,Manhattan,499.0367533069524,False
keller williams,915999,5,3.0,2184.207862,"26-39 93rd St, Flushing, NY 11369, USA",40.7618985,-73.8758538,unknown,multi family home,11369,Manhattan,419.37354769946336,False
realty trends corp,849000,5,3.0,2460.0,"43-06 Rockaway Beach Blvd, Far Rockaway, NY 11691, USA",40.5939428,-73.7748361,unknown,multi family home,11691,Manhattan,345.1219512195122,False
get listed get sold nyc,1249000,5,3.0,1548.0,"2171 W 7th St, Brooklyn, NY 11223, USA",40.5946329,-73.9779295,unknown,multi family home,11223,Manhattan,806.8475452196383,False
keller williams,1288000,5,3.0,1500.0,"147-18 16th Rd, Flushing, NY 11357, USA",40.7849809,-73.8178033,unknown,multi family home,11357,Manhattan,858.6666666666666,False
prospes real estate corp,1350000,5,3.0,2184.207862,"58-16 83rd Pl, Flushing, NY 11379, USA",40.728555,-73.8780858,unknown,multi family home,11379,Manhattan,618.0730430865924,False
winzone inc,1350000,5,3.0,2082.0,"80-31 188th St, Hollis, NY 11423, USA",40.7284032,-73.7803984,unknown,house,11432,Manhattan,648.4149855907781,False
brown harris stevens,2000000,5,3.0,3024.0,"246 W 123rd St, New York, NY 10027, USA",40.808174,-73.951091,unknown,townhouse,10027,Manhattan,661.3756613756614,True
exit prime,779000,5,3.0,2000.0,"193-06 122nd Ave, Jamaica, NY 11413, USA",40.6857875,-73.7538304,pending,other,11413,Manhattan,389.5,False
belle maison inc,1150000,5,3.0,2184.207862,"79-10 Grand Ave, Elmhurst, NY 11373, USA",40.7313782,-73.8848912,unknown,multi family home,11373,Manhattan,526.5066663330232,False
compass,2250000,5,3.0,2105.0,"615 President St, Brooklyn, NY 11215, USA",40.6764588,-73.982188,unknown,townhouse,11215,Manhattan,1068.8836104513064,True
douglas elliman,1850000,5,3.0,3000.0,"10740 Queens Blvd STE 1, Flushing, NY 11375, USA",40.7213129,-73.8450098,unknown,co op,11375,Queens,616.6666666666666,False
r new york,2150000,5,3.0,2940.0,"134 Rutland Rd, Brooklyn, NY 11225, USA",40.6588649,-73.956073,unknown,townhouse,11225,Manhattan,731.2925170068028,True
trademarko inc,1475000,5,3.0,2637.0,"53-30 61st St, Maspeth, NY 11378, USA",40.7291232,-73.9042682,unknown,house,11378,Manhattan,559.3477436480849,False
exit premium,900000,5,3.0,2487.0,"1850 Billingsley Terrace, Bronx, NY 10453, USA",40.8533225,-73.9171752,unknown,multi family home,10453,Manhattan,361.8817852834741,False
brooklyn s 4 u,1599000,5,3.0,2424.0,"2230 National Dr, Brooklyn, NY 11234, USA",40.6062747,-73.9157858,unknown,multi family home,11234,Manhattan,659.6534653465346,False
century 21 sahara,850000,5,3.0,2184.207862,"213 Milford St, Brooklyn, NY 11208, USA",40.6742588,-73.8767881,unknown,multi family home,11208,Manhattan,389.1571012026693,False
keller williams,1275000,5,3.0,1920.0,"236 45th St, Brooklyn, NY 11220, USA",40.6512263,-74.0131317,unknown,multi family home,11220,Manhattan,664.0625,False
classic homes and,1100000,5,3.0,2192.0,"85-11 164th Ave, Jamaica, NY 11414, USA",40.6500222,-73.844778,unknown,house,11414,Manhattan,501.82481751824815,False
century homes,1380000,5,3.0,2184.207862,"31-32 100th St, Flushing, NY 11369, USA",40.7600366,-73.8692081,unknown,multi family home,11369,Manhattan,631.8079995996278,False
e  corp,1138000,5,3.0,1026.0,"1520 63rd St, Brooklyn, NY 11219, USA",40.6240315,-73.9954118,unknown,multi family home,11219,Manhattan,1109.1617933723196,False
mitra hakimi,888000,5,3.0,2980.0,"228 E 89th St, Brooklyn, NY 11236, USA",40.6484284,-73.9166783,unknown,multi family home,11203,Manhattan,297.9865771812081,False
citywide homes,825000,5,3.0,2184.207862,"1221 Manor Ave, Bronx, NY 10472, USA",40.8296973,-73.8768124,unknown,multi family home,10472,Manhattan,377.71130410847314,False
robert defalco inc,2798000,5,3.0,3400.0,"1603 11th Ave, Brooklyn, NY 11215, USA",40.657854,-73.975525,unknown,multi family home,11215,Manhattan,822.9411764705883,True
core family,965000,5,3.0,3520.0,"1027 Ward Ave, Bronx, NY 10472, USA",40.8247021,-73.8766066,unknown,multi family home,10472,Manhattan,274.14772727272725,False
exit first choice,1578000,5,3.0,2152.0,"67-27 181st St, Flushing, NY 11365, USA",40.7346802,-73.7905086,unknown,house,11365,Manhattan,733.2713754646841,False
keystone usa corp,799000,5,3.0,2184.207862,"112-20 210th St, Queens Village, NY 11429, USA",40.7039425,-73.7459355,unknown,house,11429,Manhattan,365.80767513050915,False
bright horizons inc,1699000,5,3.0,2488.0,"134 Beaumont St, Brooklyn, NY 11235, USA",40.5786214,-73.9515728,unknown,house,11235,Manhattan,682.8778135048232,False
coldwell banker,949000,5,3.0,2184.207862,"4551 Kings Hwy, Brooklyn, NY 11234, USA",40.6290233,-73.9330774,unknown,multi family home,11234,Manhattan,434.4824576956861,False
coldwell banker,999999,5,3.0,2184.207862,"91-31 113th St, Richmond Hill, NY 11418, USA",40.6941485,-73.8335209,pending,other,11418,Manhattan,457.83142593596244,False
sotheby's,1995000,5,3.0,2400.0,"520 E 90th St, New York, NY 10128, USA",40.7779975,-73.9445342,unknown,co op,10128,Manhattan,831.25,False
re/max,920000,5,3.0,2640.0,"1859 Mulford Ave, Bronx, NY 10461, USA",40.8486686,-73.8351692,unknown,multi family home,10461,Manhattan,348.4848484848485,False
keller williams,3900000,5,3.0,2184.207862,"183-05 145th Dr, Jamaica, NY 11413, USA",40.6632544,-73.7626214,unknown,multi family home,11413,Manhattan,1785.5443466946003,True
east coast realtors inc,1300000,5,3.0,1750.0,"173-22 Effington Ave, Flushing, NY 11358, USA",40.7496294,-73.7938635,unknown,house,11358,Manhattan,742.8571428571429,False
buy rite home sales inc,899999,5,3.0,1440.0,"30-33 93rd St, Flushing, NY 11369, USA",40.7604667,-73.8755356,unknown,multi family home,11369,Manhattan,624.9993055555556,False
re/max,1795000,5,3.0,1800.0,"166 12th St, Brooklyn, NY 11215, USA",40.6691888,-73.9919673,unknown,multi family home,11215,Manhattan,997.2222222222222,False
keystone usa corp,988888,5,3.0,2184.207862,"195 Mother Gaston Blvd, Brooklyn, NY 11233, USA",40.6748665,-73.908063,unknown,multi family home,11233,Manhattan,452.74445587541794,False
macaluso,590000,5,3.0,1152.0,"665 Nasby Pl, Far Rockaway, NY 11691, USA",40.6019328,-73.7587155,unknown,house,11691,Manhattan,512.1527777777778,False
besmatch real estate,850000,5,3.0,3024.0,"931 Tilden St, Bronx, NY 10469, USA",40.8770223,-73.8585612,unknown,multi family home,10469,Manhattan,281.0846560846561,False
re/max,1595000,5,3.0,2184.207862,"41-33 68th St, Flushing, NY 11377, USA",40.7435797,-73.8964717,unknown,multi family home,11377,Manhattan,730.2418546097148,False
e  corp,1290000,5,3.0,2184.207862,"44-12 65th St, Flushing, NY 11377, USA",40.7404458,-73.9008992,unknown,multi family home,11377,Manhattan,590.6031300605216,False
coldwell banker,3299000,5,3.0,2184.207862,"180 Clermont Ave, Brooklyn, NY 11205, USA",40.6923306,-73.9709219,unknown,multi family home,11205,Manhattan,1510.3873845501248,True
exp,750000,5,3.0,3327.0,"4251 Carpenter Ave, Bronx, NY 10466, USA",40.8959505,-73.859572,unknown,multi family home,10466,Manhattan,225.4283137962128,False
richmont,1090000,5,3.0,2184.207862,"22-08 Greene Ave, Flushing, NY 11385, USA",40.7110433,-73.9060792,unknown,multi family home,11385,Manhattan,499.0367533069524,False
robert defalco inc,1199999,5,3.0,1728.0,"1206 Tabor Ct, Brooklyn, NY 11219, USA",40.628704,-74.00189,unknown,house,11219,Manhattan,694.4438657407408,False
brown harris stevens,1495000,5,3.0,2184.207862,"1212A Greene Ave, Brooklyn, NY 11221, USA",40.6954487,-73.9217306,unknown,townhouse,11221,Manhattan,684.4586662329301,False
four seasons team,1510000,5,3.0,2184.207862,"151 31st St, Brooklyn, NY 11232, USA",40.6576519,-74.0019986,unknown,multi family home,11232,Manhattan,691.3261444894478,False
realhome services solutions,604200,5,3.0,2000.0,"1114 Blake Ave, Brooklyn, NY 11208, USA",40.6703548,-73.8767077,unknown,multi family home,11208,Manhattan,302.1,False
exp,849990,5,3.0,2184.207862,"114-34 Inwood St, Jamaica, NY 11436, USA",40.6841541,-73.7978894,unknown,house,11436,Manhattan,389.15252288383164,False
robert defalco inc,649999,5,3.0,2052.0,"80 Brewster St, Staten Island, NY 10304, USA",40.6317585,-74.0785358,contingent,other,10304,Manhattan,316.7636452241715,False
exit first choice,1578000,5,3.0,2184.207862,"76-24 176th St, Flushing, NY 11366, USA",40.7262631,-73.7937601,unknown,house,11366,Manhattan,722.4587125856614,False
compass,4100000,5,3.0,2184.207862,"1390 Lexington Ave, New York, NY 10128, USA",40.783095,-73.95318,unknown,townhouse,10128,Manhattan,1877.1107234481694,True
re/max,1488000,5,3.0,1920.0,"48-44 65th Pl, Flushing, NY 11377, USA",40.737193,-73.900139,unknown,multi family home,11377,Manhattan,775.0,False
higgins,865000,5,3.0,1720.0,"595 E 84th St, Brooklyn, NY 11236, USA",40.6408696,-73.9139282,unknown,multi family home,11236,Manhattan,502.90697674418607,False
re/max,848000,5,4.0,2080.0,"544 Hinsdale St, Brooklyn, NY 11207, USA",40.6615475,-73.898309,unknown,multi family home,11207,Manhattan,407.6923076923077,False
compass,12950000,5,4.0,3344.0,"214 W 11th St, New York, NY 10014, USA",40.7363219,-74.0018035,unknown,townhouse,10014,Manhattan,3872.6076555023924,True
island advantage rlty,1749900,5,4.0,3740.0,"517 W 142nd St, New York, NY 10031, USA",40.824015,-73.9502067,foreclosure,other,10031,Manhattan,467.88770053475935,False
sotheby's,1050000,5,4.0,3132.0,"2818 Miles Ave, Bronx, NY 10465, USA",40.8176549,-73.8197053,unknown,multi family home,10465,Manhattan,335.2490421455939,False
keller williams,2600000,5,4.0,3024.0,"214-42 27th Ave, Flushing, NY 11360, USA",40.7780417,-73.7739629,unknown,house,11360,Manhattan,859.7883597883598,True
douglas elliman,10000000,5,4.0,6800.0,"166 E 64th St, New York, NY 10065, USA",40.764989,-73.9655331,unknown,house,10065,Manhattan,1470.5882352941176,True
gosen  inc,2649000,5,4.0,4050.0,"282 Macon St, Brooklyn, NY 11216, USA",40.6820924,-73.9393924,unknown,townhouse,11216,Manhattan,654.074074074074,True
century 21 aa,2499000,5,4.0,1340.0,"181 Park Ave, Brooklyn, NY 11205, USA",40.6962962,-73.9720502,unknown,multi family home,11205,Manhattan,1864.9253731343283,True
douglas elliman,16500000,5,4.0,4105.0,"2150 Broadway, New York, NY 10023, USA",40.7814599,-73.9806864,unknown,condo,10023,Manhattan,4019.4884287454324,True
nest seekers  midtown,1250000,5,4.0,3427.0,"148 Clay Pit Rd, Staten Island, NY 10309, USA",40.5395581,-74.2229079,unknown,house,10309,Manhattan,364.7505106507149,False
douglas elliman,1199000,5,4.0,2184.207862,"116 Audley St, Kew Gardens, NY 11415, USA",40.7090268,-73.8335998,pending,other,11415,Manhattan,548.9404286376476,False
compass,1999000,5,4.0,2000.0,"34-51 74th Street, Jackson Heights, NY 11372, USA",40.7518706,-73.8922741,unknown,house,11372,Manhattan,999.5,False
douglas elliman,1950000,5,4.0,4000.0,"5501 Palisade Ave #2, Bronx, NY 10471, USA",40.9057349,-73.9111699,unknown,house,10471,Bronx,487.5,False
compass,8995000,5,4.0,4373.0,"135 W 52nd St PH 5, New York, NY 10019, USA",40.7620381,-73.9808958,unknown,condo,10019,Manhattan,2056.9403155728332,True
ashford homes,1088888,5,4.0,2452.0,"75 4 Corners Rd, Staten Island, NY 10304, USA",40.5908557,-74.1037852,unknown,house,10304,Manhattan,444.0815660685155,False
douglas elliman,1149000,5,4.0,2169.0,"48 Highland Pl, Brooklyn, NY 11208, USA",40.6841571,-73.8820567,pending,other,11208,Manhattan,529.7372060857538,False
garfield leslie j co inc,5495000,5,4.0,4296.0,"769 Carroll St, Brooklyn, NY 11215, USA",40.6729621,-73.9751283,unknown,townhouse,11215,Manhattan,1279.0968342644321,True
brown harris stevens,4500000,5,4.0,3180.0,"377 Rector Pl, New York, NY 10280, USA",40.709894,-74.017865,unknown,condo,10280,Manhattan,1415.0943396226414,True
serhant,2650000,5,4.0,4100.0,"259 New York Ave, Brooklyn, NY 11216, USA",40.6711016,-73.9473427,unknown,townhouse,11216,Manhattan,646.3414634146342,True
neuhaus inc,2400000,5,4.0,3800.0,"57 Mace St, Staten Island, NY 10306, USA",40.5752476,-74.1304878,unknown,house,10306,Manhattan,631.578947368421,True
raimondo ronald,1099000,5,4.0,3500.0,"310 Jefferson Blvd, Staten Island, NY 10312, USA",40.5457789,-74.1847061,unknown,house,10312,Manhattan,314.0,False
all going,1475000,5,4.0,1928.0,"911 Hicksville Rd, Far Rockaway, NY 11691, USA",40.5999698,-73.7455103,unknown,house,11691,Manhattan,765.0414937759336,False
century 21 mk,5600000,5,4.0,4959.0,"2601 Avenue P, Brooklyn, NY 11229, USA",40.611854,-73.9477154,unknown,house,11229,Manhattan,1129.2599314377899,True
keller williams,1399000,5,4.0,2184.207862,"84-26 87th St, Woodhaven, NY 11421, USA",40.6960034,-73.8584205,pending,other,11421,Manhattan,640.5068053912169,False
trebach inc,1650000,5,4.0,2184.207862,"617 W 227th St, Bronx, NY 10463, USA",40.8806865,-73.9157055,unknown,house,10463,Manhattan,755.4226082169463,False
coldwell banker,2350000,5,4.0,4270.0,"144 Dunham St, Staten Island, NY 10309, USA",40.5251737,-74.2176044,unknown,house,10309,Manhattan,550.351288056206,True
keystone usa corp,888000,5,4.0,2184.207862,"527 Glenmore Ave, Brooklyn, NY 11207, USA",40.6741308,-73.8908415,unknown,multi family home,11207,Manhattan,406.55471278584747,False
katz,1375000,5,4.0,2704.0,"19 Bascom Pl, Staten Island, NY 10314, USA",40.606711,-74.1447092,unknown,house,10314,Manhattan,508.5059171597633,False
karten real estate svcs,1448000,5,4.0,2000.0,"84-19 253rd St, Jamaica, NY 11426, USA",40.735335,-73.7142031,unknown,house,11426,Manhattan,724.0,False
brown harris stevens,4200000,5,4.0,4480.0,"164 W 88th St, New York, NY 10024, USA",40.788437,-73.9731887,unknown,house,10024,Manhattan,937.5,True
serhant,8995000,5,4.0,5500.0,"38 W 26th St #9d, New York, NY 10010, USA",40.7442721,-73.9907621,unknown,co op,10010,Manhattan,1635.4545454545455,True
brown harris stevens,2050000,5,4.0,3000.0,"26 Rutland Rd, Brooklyn, NY 11225, USA",40.6586603,-73.9595973,unknown,townhouse,11225,Manhattan,683.3333333333334,True
pride estates,898000,5,4.0,2828.0,"185 Highland Blvd, Brooklyn, NY 11207, USA",40.6816001,-73.8948525,unknown,house,11207,Manhattan,317.53889674681756,False
e  corp,2098000,5,4.0,1200.0,"147-48 8th Ave, Flushing, NY 11357, USA",40.7928436,-73.8190811,unknown,house,11357,Manhattan,1748.3333333333333,True
re/max,799999,5,4.0,2288.0,"57 Middle Loop Rd, Staten Island, NY 10308, USA",40.5546818,-74.1625533,unknown,house,10308,Manhattan,349.6499125874126,False
douglas elliman,6995000,5,4.0,5000.0,"239 E 48th St, New York, NY 10017, USA",40.7541017,-73.9701626,unknown,house,10017,Manhattan,1399.0,True
nest seekers  midtown,13000000,5,4.0,6000.0,"141 W 95th St, New York, NY 10025, USA",40.7929447,-73.9693548,unknown,house,10025,Manhattan,2166.6666666666665,True
brown harris stevens,1995000,5,4.0,3075.0,"640 W 237th St #14c, Bronx, NY 10463, USA",40.8879309,-73.9121663,unknown,condo,10463,Bronx,648.780487804878,False
compass,1999000,5,4.0,3000.0,"594 Court St, Brooklyn, NY 11231, USA",40.6735597,-74.0004525,unknown,townhouse,11231,Manhattan,666.3333333333334,False
compass,9000000,5,4.0,17860.0,"177 S 4th St, Brooklyn, NY 11211, USA",40.7113609,-73.9608466,unknown,townhouse,11211,Manhattan,503.91937290033593,True
compass,12995000,5,4.0,4100.0,"25 Perry St, New York, NY 10014, USA",40.7358634,-74.0022086,unknown,townhouse,10014,Manhattan,3169.512195121951,True
compass,2295000,5,4.0,4043.0,"238 Decatur St, Brooklyn, NY 11233, USA",40.6812265,-73.9337663,unknown,townhouse,11233,Manhattan,567.647786297304,True
compass,1895000,5,4.0,2400.0,"303 Van Brunt St #1, Brooklyn, NY 11231, USA",40.6785459,-74.0112783,unknown,townhouse,11231,Brooklyn,789.5833333333334,False
apple  corp,1590000,5,4.0,2880.0,"33-37 71st St, Flushing, NY 11372, USA",40.7533323,-73.8951855,unknown,multi family home,11372,Manhattan,552.0833333333334,False
rockaway,1075000,5,4.0,2905.0,"205 Aquatic Pl, Arverne, NY 11692, USA",40.5890901,-73.8022167,unknown,multi family home,11692,Manhattan,370.05163511187607,False
ditommaso real estate,1450000,5,4.0,3252.0,"169 Crown Ave, Staten Island, NY 10312, USA",40.5504262,-74.186404,unknown,multi family home,10312,Manhattan,445.87945879458795,False
